input_accession	downloaded_accession	assembly_name	taxid	organism_name	infraspecific_name	version_status	assembly_level	uniq_SCG_hits	perc_comp	perc_redund
GCF_000317675.1	GCF_000317675.1	ASM31767v1	755178	Cyanobacterium aponinum PCC 10605	strain=PCC 10605	latest	Complete Genome	14	93.33	0.00
GCF_000317795.1	GCF_000317795.1	ASM31779v1	1056495	Caldisphaera lagunensis DSM 15908	strain=DSM 15908	latest	Complete Genome	14	93.33	0.00
GCF_000317695.1	GCF_000317695.1	ASM31769v1	272123	Anabaena cylindrica PCC 7122	strain=PCC 7122	latest	Complete Genome	14	93.33	0.00
GCF_000317835.1	GCF_000317835.1	ASM31783v1	937777	Deinococcus peraridilitoris DSM 19664	strain=DSM 19664	latest	Complete Genome	14	93.33	0.00
GCF_000317855.1	GCF_000317855.1	ASM31785v1	759913	Streptococcus dysgalactiae subsp. equisimilis AC-2713	strain=AC-2713	latest	Complete Genome	14	93.33	0.00
GCF_000319245.1	GCF_000319245.1	ASM31924v1	1208923	Candidatus Kinetoplastibacterium blastocrithidii (ex Strigomonas culicis)	NA	latest	Complete Genome	14	93.33	0.00
GCF_000317975.2	GCF_000317975.2	ASM31797v2	1234679	Carnobacterium maltaromaticum LMA28	strain=LMA28	latest	Complete Genome	14	93.33	0.00
GCF_000319575.2	GCF_000319575.2	ASM31957v2	1260251	Spiribacter salinus M19-40	strain=M19-40	latest	Complete Genome	14	93.33	0.00
GCF_000325665.1	GCF_000325665.1	ASM32566v1	1042417	Brachyspira pilosicoli P43/6/78	strain=P43/6/78	latest	Complete Genome	13	86.67	0.00
GCF_000321415.2	GCF_000321415.2	ASM32141v2	1255043	Thioalkalivibrio nitratireducens DSM 14787	strain=DSM 14787	latest	Complete Genome	14	93.33	0.00
GCF_000325745.1	GCF_000325745.1	ASM32574v1	1215343	Liberibacter crescens BT-1	strain=BT-1	latest	Complete Genome	14	93.33	0.00
GCF_000325705.1	GCF_000325705.1	ASM32570v1	926556	Echinicola vietnamensis DSM 17526	strain=DSM 17526	latest	Complete Genome	14	93.33	0.00
GCF_000327045.1	GCF_000327045.1	ASM32704v1	765912	Thioflavicoccus mobilis 8321	strain=8321	latest	Complete Genome	14	93.33	0.00
GCF_000327485.1	GCF_000327485.1	ASM32748v1	593750	Methanoregula formicica SMSP	strain=SMSP	latest	Complete Genome	14	93.33	0.00
GCF_000328625.1	GCF_000328625.1	ASM32862v1	748449	Halobacteroides halobius DSM 5150	strain=DSM 5150	latest	Complete Genome	14	93.33	0.00
GCF_000328665.1	GCF_000328665.1	ASM32866v1	867904	Methanomethylovorans hollandica DSM 15978	strain=DSM 15978	latest	Complete Genome	14	93.33	0.00
GCF_000328685.1	GCF_000328685.1	ASM32868v1	694430	Natronococcus occultus SP4	strain=SP4	latest	Complete Genome	14	93.33	6.67
GCF_000328725.1	GCF_000328725.1	ASM32872v1	1246955	Mycoplasma cynos C142	strain=C142	latest	Complete Genome	14	93.33	0.00
GCF_000328765.2	GCF_000328765.2	ASM32876v2	1209989	Tepidanaerobacter acetatoxydans Re1	strain=Re1	latest	Complete Genome	13	86.67	0.00
GCF_000328705.1	GCF_000328705.1	ASM32870v1	1179773	Saccharothrix espanaensis DSM 44229	strain=type strain: DSM 44229	latest	Complete Genome	14	93.33	0.00
GCF_000330885.1	GCF_000330885.1	ASM33088v1	698761	Rhizobium tropici CIAT 899	strain=CIAT 899	latest	Complete Genome	14	93.33	0.00
GCF_000331995.1	GCF_000331995.1	ASM33199v1	1121335	Thermoclostridium stercorarium subsp. stercorarium DSM 8532	strain=DSM 8532	latest	Complete Genome	14	93.33	0.00
GCF_000331735.1	GCF_000331735.1	ASM33173v1	1278073	Myxococcus stipitatus DSM 14675	strain=DSM 14675	latest	Complete Genome	14	93.33	0.00
GCF_000332115.1	GCF_000332115.1	ASM33211v1	592029	Nonlabens dokdonensis DSW-6	strain=DSW-6	latest	Complete Genome	14	93.33	0.00
GCF_000332735.1	GCF_000332735.1	ASM33273v1	1194526	Staphylococcus warneri SG1	strain=SG1	latest	Complete Genome	14	93.33	0.00
GCF_000340435.2	GCF_000340435.2	ASM34043v3	1202450	Mycobacterium haemophilum DSM 44634	strain=ATCC 29548	latest	Complete Genome	14	93.33	0.00
GCF_000341345.1	GCF_000341345.1	ASM34134v1	1121362	Corynebacterium halotolerans YIM 70093 = DSM 44683	NA	latest	Complete Genome	14	93.33	0.00
GCF_000340885.1	GCF_000340885.1	ASM34088v1	931276	Clostridium saccharoperbutylacetonicum N1-4(HMT)	strain=N1-4(HMT)	latest	Complete Genome	14	93.33	0.00
GCF_000341355.1	GCF_000341355.1	ASM34135v1	1094489	Bartonella australis Aust/NH1	strain=Aust/NH1	latest	Complete Genome	14	93.33	0.00
GCF_000341385.1	GCF_000341385.1	ASM34138v1	1094497	Bartonella vinsonii subsp. berkhoffii str. Winnie	strain=Winnie	latest	Complete Genome	14	93.33	0.00
GCF_000341395.1	GCF_000341395.1	ASM34139v1	1167006	Desulfocapsa sulfexigens DSM 10523	strain=DSM 10523	latest	Complete Genome	14	93.33	0.00
GCF_000344785.1	GCF_000344785.1	ASM34478v1	1121353	Corynebacterium callunae DSM 20147	strain=DSM 20147	latest	Complete Genome	14	93.33	0.00
GCF_000347595.1	GCF_000347595.1	ASM34759v1	1171377	Bibersteinia trehalosi USDA-ARS-USMARC-192	strain=USDA-ARS-USMARC-192	latest	Complete Genome	14	93.33	0.00
GCF_000344805.1	GCF_000344805.1	ASM34480v1	1245469	Bradyrhizobium oligotrophicum S58	strain=S58	latest	Complete Genome	14	93.33	0.00
GCF_000347635.1	GCF_000347635.1	ASM34763v1	1129794	Paraglaciecola psychrophila 170	strain=170	latest	Complete Genome	13	86.67	0.00
GCF_000347695.1	GCF_000347695.1	ASM34769v1	1254439	Bifidobacterium thermophilum RBL67	strain=RBL67	latest	Complete Genome	14	93.33	0.00
GCF_000348725.1	GCF_000348725.1	ASM34872v1	1184267	Bdellovibrio exovorus JSS	strain=JSS	latest	Complete Genome	13	86.67	0.00
GCF_000348805.1	GCF_000348805.1	ASM34880v1	1229512	Blattabacterium cuenoti BPAA	strain=BPAA	latest	Complete Genome	13	86.67	0.00
GCF_000350305.1	GCF_000350305.1	ASM35030v1	1054217	Thermoplasmatales archaeon BRNA1	strain=BRNA1	latest	Complete Genome	14	93.33	0.00
GCF_000349975.1	GCF_000349975.1	ASM34997v1	537971	Helicobacter cinaedi CCUG 18818 = ATCC BAA-847	strain=ATCC BAA-847	latest	Complete Genome	14	93.33	0.00
GCF_000354175.2	GCF_000354175.2	ASM35417v2	1219076	Vibrio alginolyticus NBRC 15630 = ATCC 17749	strain=ATCC 17749	latest	Complete Genome	14	93.33	0.00
GCF_000355675.1	GCF_000355675.1	ASM35567v1	1298593	Thalassolituus oleivorans MIL-1	strain=MIL-1	latest	Complete Genome	14	93.33	0.00
GCF_000355765.4	GCF_000355765.4	ASM35576v4	1288494	Nitrosospira lacus	strain=APG3	latest	Complete Genome	14	93.33	0.00
GCF_000367205.1	GCF_000367205.1	ASM36720v1	1170318	Cutibacterium avidum 44067	strain=44067	latest	Complete Genome	14	93.33	0.00
GCF_000376585.1	GCF_000376585.1	ASM37658v1	1236908	Wolbachia endosymbiont of Drosophila simulans wNo	strain=wNo	latest	Complete Genome	14	93.33	0.00
GCF_000376545.2	GCF_000376545.2	ASM37654v2	1265309	Epibacterium mobile F1926	strain=F1926	latest	Complete Genome	14	93.33	0.00
GCF_000376645.1	GCF_000376645.1	ASM37664v1	1316932	Mannheimia haemolytica M42548	strain=M42548	latest	Complete Genome	14	93.33	0.00
GCF_000380335.1	GCF_000380335.1	ASM38033v1	1283330	Azotobacter vinelandii CA	strain=CA	latest	Complete Genome	14	93.33	0.00
GCF_000385565.1	GCF_000385565.1	ASM38556v1	387631	Archaeoglobus sulfaticallidus PM70-1	strain=PM70-1	latest	Complete Genome	14	93.33	0.00
GCF_000385925.1	GCF_000385925.1	ASM38592v1	1302863	Streptococcus cristatus AS 1.3089	strain=AS 1.3089	latest	Complete Genome	14	93.33	0.00
GCF_000389635.1	GCF_000389635.1	ASM38963v1	86416	Clostridium pasteurianum BC1	strain=BC1	latest	Complete Genome	14	93.33	0.00
GCF_000397205.1	GCF_000397205.1	ASM39720v1	1124983	Pseudomonas protegens CHA0	strain=CHA0	latest	Complete Genome	14	93.33	0.00
GCF_000400935.1	GCF_000400935.1	ASM40093v1	1276227	Spiroplasma chrysopicola DF-1	strain=DF-1	latest	Complete Genome	14	93.33	0.00
GCF_000400955.1	GCF_000400955.1	ASM40095v1	1276229	Spiroplasma syrphidicola EA-1	strain=EA-1	latest	Complete Genome	14	93.33	0.00
GCF_000418365.1	GCF_000418365.1	ASM41836v1	1200352	Corynebacterium terpenotabidum Y-11	strain=Y-11	latest	Complete Genome	14	93.33	0.00
GCF_000412695.1	GCF_000412695.1	ASM41269v1	1245471	Pseudomonas resinovorans NBRC 106553	strain=NBRC 106553	latest	Complete Genome	14	93.33	0.00
GCF_000439435.1	GCF_000439435.1	ASM43943v1	1276220	Spiroplasma taiwanense CT-1	strain=CT-1	latest	Complete Genome	14	93.33	0.00
GCF_000422085.1	GCF_000422085.1	ASM42208v1	1346614	Serratia liquefaciens ATCC 27592	strain=ATCC 27592	latest	Complete Genome	14	93.33	0.00
GCF_000439455.1	GCF_000439455.1	ASM43945v1	1276221	Spiroplasma diminutum CUAS-1	strain=CUAS-1	latest	Complete Genome	14	93.33	0.00
GCF_000442645.1	GCF_000442645.1	ASM44264v1	1224163	Corynebacterium maris DSM 45190	strain=DSM 45190	latest	Complete Genome	14	93.33	0.00
GCF_000444875.1	GCF_000444875.1	ASM44487v1	1214242	Streptomyces collinus Tu 365	strain=Tu 365	latest	Complete Genome	14	93.33	0.00
GCF_000444995.1	GCF_000444995.1	ASM44499v1	1367847	Paracoccus aminophilus JCM 7686	strain=JCM 7686	latest	Complete Genome	14	93.33	0.00
GCF_000445425.4	GCF_000445425.4	ASM44542v4	1302858	Borrelia miyamotoi LB-2001	strain=LB-2001	latest	Complete Genome	14	93.33	0.00
GCF_000447675.1	GCF_000447675.1	ASM44767v1	1291379	Treponema pedis str. T A4	strain=T A4	latest	Complete Genome	14	93.33	0.00
GCF_000455605.1	GCF_000455605.1	GPTSA100-9	1094466	Flavobacterium indicum GPTSA100-9 = DSM 17447	strain=GPTSA100-9	latest	Complete Genome	14	93.33	0.00
GCF_000454045.1	GCF_000454045.1	ASM45404v1	1136179	Rhodococcus erythropolis CCM2595	strain=CCM2595	latest	Complete Genome	14	93.33	0.00
GCF_000463355.1	GCF_000463355.1	ASM46335v1	862967	Streptococcus intermedius B196	strain=B196	latest	Complete Genome	14	93.33	0.00
GCF_000463505.1	GCF_000463505.1	ASM46350v1	862971	Streptococcus anginosus C238	strain=C238	latest	Complete Genome	14	93.33	0.00
GCF_000470775.1	GCF_000470775.1	ASM47077v1	1389489	Leifsonia xyli subsp. cynodontis DSM 46306	strain=DSM 46306	latest	Complete Genome	14	93.33	0.00
GCF_000470655.1	GCF_000470655.1	HATI1	1033806	Halorhabdus tiamatea SARL4B	strain=type strain: SARL4B	latest	Complete Genome	14	93.33	6.67
GCF_000468615.2	GCF_000468615.2	ASM46861v2	1348584	Cellulophaga baltica 18	strain=18	latest	Complete Genome	14	93.33	0.00
GCF_000471025.2	GCF_000471025.2	ASM47102v2	1143323	Chlamydia gallinacea 08-1274/3	strain=08-1274/3	latest	Complete Genome	14	93.33	0.00
GCF_000477415.1	GCF_000477415.1	ASM47741v1	1403316	Mycoplasma parvum str. Indiana	strain=Indiana	latest	Complete Genome	12	80.00	0.00
GCF_000473245.1	GCF_000473245.1	ASM47324v1	1367477	Bacillus infantis NRRL B-14911	strain=NRRL B-14911	latest	Complete Genome	14	93.33	0.00
GCF_000478885.1	GCF_000478885.1	ASM47888v1	1384484	Adlercreutzia equolifaciens DSM 19450	strain=DSM 19450	latest	Complete Genome	14	93.33	0.00
GCF_000473995.1	GCF_000473995.1	ASM47399v1	1345695	Clostridium saccharobutylicum DSM 13864	strain=DSM 13864	latest	Complete Genome	14	93.33	0.00
GCF_000484505.1	GCF_000484505.1	ASM48450v1	1341692	Clostridium autoethanogenum DSM 10061	strain=DSM 10061	latest	Complete Genome	14	93.33	0.00
GCF_000485905.1	GCF_000485905.1	ASM48590v1	1335757	Spiribacter curvatus	strain=UAH-SP71	latest	Complete Genome	14	93.33	0.00
GCF_000493735.1	GCF_000493735.1	ASM49373v1	1266845	Carnobacterium inhibens subsp. gilichinskyi	strain=WN1359	latest	Complete Genome	14	93.33	0.00
GCF_000484535.1	GCF_000484535.1	ASM48453v1	1183438	Gloeobacter kilaueensis JS1	strain=JS1	latest	Complete Genome	14	93.33	0.00
GCF_000494755.1	GCF_000494755.1	ASM49475v1	1246995	Actinoplanes friuliensis DSM 7358	strain=DSM 7358	latest	Complete Genome	13	86.67	0.00
GCF_000495505.1	GCF_000495505.1	ASM49550v1	1244528	Campylobacter fetus subsp. testudinum 03-427	strain=03-427	latest	Complete Genome	14	93.33	0.00
GCF_000495935.2	GCF_000495935.2	ASM49593v2	1338011	Elizabethkingia anophelis NUHP1	strain=NUHP1	latest	Complete Genome	14	93.33	0.00
GCF_000497525.1	GCF_000497525.1	ASM49752v2	529122	Bacillus thuringiensis YBT-1518	strain=YBT-1518	latest	Complete Genome	14	93.33	0.00
GCF_000500935.1	GCF_000500935.1	ASM50093v1	1276258	Spiroplasma apis B31	strain=B31	latest	Complete Genome	14	93.33	0.00
GCF_000503895.1	GCF_000503895.1	ASM50389v1	1029756	Hyphomicrobium nitrativorans NL23	strain=NL23	latest	Complete Genome	14	93.33	0.00
GCF_000504125.1	GCF_000504125.1	ASM50412v1	1300150	Enterococcus mundtii QU 25	strain=QU25	latest	Complete Genome	14	93.33	0.00
GCF_000507245.1	GCF_000507245.1	ASM50724v1	1307761	Salinispira pacifica	strain=L21-RPul-D2	latest	Complete Genome	14	93.33	0.00
GCF_000508225.1	GCF_000508225.1	ASM50822v1	1423892	Ehrlichia muris AS145	strain=AS145	latest	Complete Genome	14	93.33	0.00
GCF_000508245.1	GCF_000508245.1	ASM50824v1	1415773	Mycoplasma ovis str. Michigan	strain=Michigan	latest	Complete Genome	14	93.33	0.00
GCF_000511305.1	GCF_000511305.1	ASM51130v1	1435356	Rhodococcus pyridinivorans SB3094	strain=SB3094	latest	Complete Genome	14	93.33	0.00
GCF_000511355.1	GCF_000511355.1	ASM51135v1	999552	Leisingera methylohalidivorans DSM 14336	strain=DSM 14336; MB2	latest	Complete Genome	14	93.33	0.00
GCF_000511385.1	GCF_000511385.1	ASM51138v1	1423144	Phaeobacter gallaeciensis DSM 26640	strain=DSM 26640	latest	Complete Genome	14	93.33	0.00
GCF_000512205.2	GCF_000512205.2	ASM51220v2	1123269	Sphingomonas sanxanigenens DSM 19645 = NX02	strain=NX02	latest	Complete Genome	14	93.33	0.00
GCF_000512355.1	GCF_000512355.1	ASM51235v1	1268635	Legionella oakridgensis ATCC 33761 = DSM 21215	strain=ATCC 33761 = DSM 21215; OR-10	latest	Complete Genome	14	93.33	0.00
GCF_000512735.1	GCF_000512735.1	ASM51273v1	75906	Thermocrinis ruber	strain=DSM 23557	latest	Complete Genome	14	93.33	0.00
GCF_000512895.1	GCF_000512895.1	ASM51289v1	871738	Dehalobacter restrictus DSM 9455	strain=PER-K23; DSM 9455	latest	Complete Genome	14	93.33	0.00
GCF_000512915.1	GCF_000512915.1	ASM51291v1	880074	Barnesiella viscericola DSM 18177	strain=C46, DSM 18177	latest	Complete Genome	14	93.33	0.00
GCF_000513215.1	GCF_000513215.1	DB11	273526	Serratia marcescens subsp. marcescens Db11	strain=Db11	latest	Complete Genome	14	93.33	0.00
GCF_000513295.1	GCF_000513295.1	MGMSRv2	1430440	Magnetospirillum gryphiswaldense MSR-1 v2	strain=MSR-1	latest	Complete Genome	14	93.33	0.00
GCF_000517425.1	GCF_000517425.1	ASM51742v1	1239307	Sodalis praecaptivus	strain=HS1	latest	Complete Genome	14	93.33	0.00
GCF_000517445.1	GCF_000517445.1	ASM51744v1	582419	Thermococcus paralvinellae	strain=ES1	latest	Complete Genome	14	93.33	0.00
GCF_000517565.1	GCF_000517565.1	ASM51756v1	694431	Desulfurella acetivorans A63	strain=A63	latest	Complete Genome	14	93.33	0.00
GCF_000517605.1	GCF_000517605.1	ASM51760v1	754523	Rhizobium leguminosarum bv. trifolii WSM1689	strain=WSM1689	latest	Complete Genome	14	93.33	0.00
GCF_000517625.1	GCF_000517625.1	ASM51762v1	797299	Halostagnicola larsenii XH-48	strain=XH-48	latest	Complete Genome	14	93.33	6.67
GCF_000521505.1	GCF_000521505.1	ASM52150v1	1247726	Advenella mimigardefordensis DPN7	strain=DPN7	latest	Complete Genome	14	93.33	0.00
GCF_000521565.1	GCF_000521565.1	ASM52156v1	1009858	Buchnera aphidicola str. G002 (Myzus persicae)	strain=G002	latest	Complete Genome	14	93.33	0.00
GCF_000524555.1	GCF_000524555.1	ASM52455v1	743966	Mycoplasma bovoculi M165/69	strain=M165/69	latest	Complete Genome	14	93.33	0.00
GCF_000525655.1	GCF_000525655.1	ASM52565v1	1451189	Corynebacterium falsenii DSM 44353	strain=BL 8171	latest	Complete Genome	14	93.33	0.00
GCF_000523235.1	GCF_000523235.1	ASM52323v1	1415166	Nocardia nova SH22a	strain=SH22a	latest	Complete Genome	14	93.33	0.00
GCF_000525635.1	GCF_000525635.1	ASM52563v1	1449976	Kutzneria albida DSM 43870	strain=DSM 43870	latest	Complete Genome	14	93.33	0.00
GCF_000525675.1	GCF_000525675.1	ASM52567v1	765869	Bdellovibrio bacteriovorus W	strain=W	latest	Complete Genome	13	86.67	0.00
GCF_000550765.1	GCF_000550765.1	ASM55076v1	1296990	Komagataeibacter xylinus E25	strain=E25	latest	Complete Genome	14	93.33	0.00
GCF_000550785.1	GCF_000550785.1	ASM55078v1	1285583	Corynebacterium casei LMG S-19264	strain=LMG S-19264	latest	Complete Genome	14	93.33	0.00
GCF_000550805.1	GCF_000550805.1	ASM55080v1	1224164	Corynebacterium vitaeruminis DSM 20294	strain=DSM 20294	latest	Complete Genome	14	93.33	0.00
GCF_000565175.1	GCF_000565175.1	ASM56517v1	1276246	Spiroplasma culicicola AES-1	strain=AES-1	latest	Complete Genome	14	93.33	0.00
GCF_000565195.1	GCF_000565195.1	ASM56519v1	838561	Spiroplasma mirum ATCC 29335	strain=SMCA	latest	Complete Genome	14	93.33	0.00
GCF_000565215.1	GCF_000565215.1	ASM56521v1	1276257	Spiroplasma sabaudiense Ar-1343	strain=Ar-1343	latest	Complete Genome	14	93.33	0.00
GCF_000568815.1	GCF_000568815.1	ASM56881v1	1150621	Sulfurospirillum multivorans DSM 12446	strain=DSM 12446	latest	Complete Genome	14	93.33	0.00
GCF_000576555.1	GCF_000576555.1	ASM57655v1	1227739	Hymenobacter swuensis DY53	strain=DY53	latest	Complete Genome	14	93.33	0.00
GCF_000583875.1	GCF_000583875.1	ASM58387v1	1229831	Chlamydia avium 10DC88	strain=10DC88	latest	Complete Genome	14	93.33	0.00
GCF_000577895.1	GCF_000577895.1	M2/40	1216932	Clostridium bornimense	strain=type strain: M2/40	latest	Complete Genome	14	93.33	0.00
GCF_000585495.1	GCF_000585495.1	ASM58549v1	195522	Thermococcus nautili	strain=30-1	latest	Complete Genome	14	93.33	0.00
GCF_000590475.1	GCF_000590475.1	ASM59047v1	316	Pseudomonas stutzeri	strain=28a24	latest	Complete Genome	14	93.33	0.00
GCF_000590555.1	GCF_000590555.1	ASM59055v1	1348662	Corynebacterium argentoratense DSM 44202	strain=DSM 44202	latest	Complete Genome	14	93.33	0.00
GCF_000590925.1	GCF_000590925.1	ASM59092v1	1294273	Roseibacterium elongatum DSM 19469	strain=DFL-43	latest	Complete Genome	14	93.33	0.00
GCF_000591055.1	GCF_000591055.1	ASM59105v1	268739	Natronomonas moolapensis 8.8.11	strain=8.8.11	latest	Complete Genome	13	86.67	6.67
GCF_000599985.1	GCF_000599985.1	ASM59998v1	1196095	Gilliamella apicola	strain=wkB1	latest	Complete Genome	14	93.33	0.00
GCF_000597865.1	GCF_000597865.1	ASM59786v1	1286171	Peptoclostridium acidaminophilum DSM 3953	strain=DSM 3953	latest	Complete Genome	14	93.33	0.00
GCF_000600005.1	GCF_000600005.1	ASM60000v1	1196094	Snodgrassella alvi wkB2	strain=wkB2	latest	Complete Genome	14	93.33	0.00
GCF_000604125.1	GCF_000604125.1	ASM60412v1	1095955	Treponema pallidum subsp. pallidum str. Sea 81-4	strain=Sea 81-4	latest	Complete Genome	14	93.33	0.00
GCF_000612055.1	GCF_000612055.1	ASM61205v1	1661	Trueperella pyogenes	strain=TP6375	latest	Complete Genome	14	93.33	0.00
GCF_000612485.1	GCF_000612485.1	ASM61248v1	1247649	Bordetella holmesii ATCC 51541	strain=ATCC 51541	latest	Complete Genome	12	80.00	0.00
GCF_000612685.1	GCF_000612685.1	scf7180000000004	1437824	Castellaniella defragrans 65Phen	strain=65Phen	latest	Complete Genome	14	93.33	0.00
GCF_000619905.2	GCF_000619905.2	ASM61990v2	1266925	Nitrosospira briensis C-128	strain=C-128	latest	Complete Genome	14	93.33	0.00
GCF_000626635.1	GCF_000626635.1	ASM62663v1	1168034	Draconibacterium orientale	strain=FH5	latest	Complete Genome	14	93.33	0.00
GCF_000626675.1	GCF_000626675.1	ASM62667v1	1404245	Corynebacterium glyciniphilum AJ 3170	strain=AJ 3170	latest	Complete Genome	14	93.33	0.00
GCF_000632985.1	GCF_000632985.1	ASM63298v1	1286528	Neorickettsia helminthoeca str. Oregon	strain=Oregon	latest	Complete Genome	14	93.33	0.00
GCF_000632805.1	GCF_000632805.1	ASM63280v1	1379159	Dyella jiangningensis	strain=SBZ 3-12	latest	Complete Genome	14	93.33	0.00
GCF_000635915.2	GCF_000635915.2	ASM63591v2	588932	Brevundimonas naejangsanensis	strain=B1	latest	Complete Genome	14	93.33	0.00
GCF_000648515.1	GCF_000648515.1	ASM64851v1	1333848	Citrobacter freundii CFNIH1	strain=CFNIH1	latest	Complete Genome	14	93.33	0.00
GCF_000661895.1	GCF_000661895.1	ASM66189v1	42256	Rubrobacter radiotolerans	strain=RSPS-4	latest	Complete Genome	13	86.67	0.00
GCF_000695095.2	GCF_000695095.2	ASM69509v2	1379270	Gemmatimonas phototrophica	strain=AP64	latest	Complete Genome	14	93.33	0.00
GCF_000695835.1	GCF_000695835.1	ASM69583v1	2113	Mycoplasma californicum	strain=ST-6	latest	Complete Genome	14	93.33	0.00
GCF_000696485.1	GCF_000696485.1	ASM69648v1	213554	Halomonas campaniensis	strain=LS21	latest	Complete Genome	14	93.33	0.00
GCF_000697965.2	GCF_000697965.2	ASM69796v2	106592	Ensifer adhaerens	strain=Casida A	latest	Complete Genome	14	93.33	0.00
GCF_000698785.1	GCF_000698785.1	ASM69878v1	926571	Nitrososphaera viennensis EN76	strain=EN76	latest	Complete Genome	14	93.33	0.00
GCF_000699505.1	GCF_000699505.1	ASM69950v1	529884	Rhodoluna lacicola	strain=MWH-Ta8	latest	Complete Genome	14	93.33	0.00
GCF_000706685.1	GCF_000706685.1	ASM70668v1	1288	Staphylococcus xylosus	strain=HKUOPL8	latest	Complete Genome	14	93.33	0.00
GCF_000723165.1	GCF_000723165.1	JAG1	1349767	Janthinobacterium agaricidamnosum NBRC 102515 = DSM 9628	strain=DSM 9628	latest	Complete Genome	14	93.33	0.00
GCF_000723425.2	GCF_000723425.2	E11	1131442	Mycobacterium marinum E11	strain=E11	latest	Complete Genome	14	93.33	0.00
GCF_000723465.1	GCF_000723465.1	Rb803	1160721	Ruminococcus bicirculans	strain=80/3	latest	Complete Genome	14	93.33	0.00
GCF_000723505.1	GCF_000723505.1	Mucivorans_M3_Nelson-Bomar-Fixed	1433126	Mucinivorans hirudinis	NA	latest	Complete Genome	14	93.33	0.00
GCF_000724605.1	GCF_000724605.1	ASM72460v1	59505	Actinotignum schaalii	strain=CCUG 27420	latest	Complete Genome	14	93.33	0.00
GCF_000724485.1	GCF_000724485.1	ASM72448v1	796606	Bacillus methanolicus MGA3	strain=MGA3	latest	Complete Genome	14	93.33	0.00
GCF_000724625.1	GCF_000724625.1	ASM72462v1	661478	Fimbriimonas ginsengisoli Gsoil 348	strain=Gsoil 348	latest	Complete Genome	14	93.33	0.00
GCF_000724775.3	GCF_000724775.3	ASM72477v3	28031	Lysinibacillus fusiformis	strain=RB-21	latest	Complete Genome	13	86.67	0.00
GCF_000725365.1	GCF_000725365.1	ASM72536v1	386490	Terribacillus goriensis	strain=MP602	latest	Complete Genome	14	93.33	0.00
GCF_000725405.1	GCF_000725405.1	ASM72540v1	1274	Dermacoccus nishinomiyaensis	strain=M25	latest	Complete Genome	14	93.33	0.00
GCF_000725425.1	GCF_000725425.1	ASM72542v1	1343739	Palaeococcus pacificus DY20341	strain=DY20341	latest	Complete Genome	14	93.33	0.00
GCF_000730165.1	GCF_000730165.1	ASM73016v2	1441467	Nitrospirillum amazonense CBAmc	strain=CBAmC	latest	Complete Genome	14	93.33	0.00
GCF_000730385.1	GCF_000730385.1	ASM73038v1	589873	Alteromonas australica	strain=H 17	latest	Complete Genome	14	93.33	0.00
GCF_000731315.1	GCF_000731315.1	RG540_Ch_pA	1028800	Neorhizobium galegae bv. orientalis str. HAMBI 540	strain=HAMBI 540	latest	Complete Genome	14	93.33	0.00
GCF_000732925.1	GCF_000732925.1	ASM73292v1	208439	Amycolatopsis japonica	strain=MG417-CF17	latest	Complete Genome	14	93.33	0.00
GCF_000732945.1	GCF_000732945.1	ASM73294v1	191610	Corynebacterium atypicum	strain=R2070	latest	Complete Genome	14	93.33	0.00
GCF_000734015.1	GCF_000734015.1	ASM73401v1	289377	Thermodesulfobacterium commune DSM 2178	strain=DSM 2178	latest	Complete Genome	14	93.33	0.00
GCF_000736415.1	GCF_000736415.1	ASM73641v1	1244531	Campylobacter iguaniorum	strain=1485E	latest	Complete Genome	14	93.33	0.00
GCF_000737865.1	GCF_000737865.1	ASM73786v1	1687	Bifidobacterium coryneforme	strain=LMG18911	latest	Complete Genome	14	93.33	0.00
GCF_000737325.1	GCF_000737325.1	ASM73732v2	927083	Sandaracinus amylolyticus	strain=DSM 53668	latest	Complete Genome	14	93.33	0.00
GCF_000739065.1	GCF_000739065.1	ASM73906v1	1301915	Methanocaldococcus bathoardescens	strain=JH146	latest	Complete Genome	14	93.33	0.00
GCF_000739085.1	GCF_000739085.1	ASM73908v1	1068978	Amycolatopsis methanolica 239	strain=239	latest	Complete Genome	14	93.33	6.67
GCF_000739435.1	GCF_000739435.1	ASM73943v1	743972	Actinobacillus suis ATCC 33415	strain=ATCC 33415	latest	Complete Genome	14	93.33	0.00
GCF_000739455.1	GCF_000739455.1	ASM73945v1	156978	Corynebacterium imitans	strain=DSM 44264	latest	Complete Genome	14	93.33	0.00
GCF_000739375.1	GCF_000739375.1	ASM73937v1	1392005	Comamonas testosteroni TK102	strain=TK102	latest	Complete Genome	14	93.33	0.00
GCF_000739475.1	GCF_000739475.1	ASM73947v1	1398491	Borreliella valaisiana Tom4006	strain=Tom4006	latest	Complete Genome	14	93.33	0.00
GCF_000743945.1	GCF_000743945.1	ASM74394v1	1072685	Basilea psittacipulmonis DSM 24701	strain=DSM 24701	latest	Complete Genome	14	93.33	0.00
GCF_000740895.1	GCF_000740895.1	ASM74089v1	869250	Theileria orientalis strain Shintoku	strain=Shintoku	latest	Complete Genome	15	100.00	93.33
GCF_000746645.1	GCF_000746645.1	ASM74664v1	470	Acinetobacter baumannii	strain=AB030	latest	Complete Genome	14	93.33	0.00
